job_id,tag,matrix,perm,perm_type,category,error_type,error_message,job_dir
1418145,CUSPARSE_SPMM_BSR_ROW,as-Skitter.mtx,SB_degree,ROW,random_ops,oom_gpu,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:203: out of memory,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW_RANDOM/20260314_173418_7
1079944,SPARTA_reorder,in2010.mtx,,UNKNOWN,perms,job_running,[2026-02-23T23:50:18.019] error: *** JOB 1079944 ON gpu00 CANCELLED AT 2026-02-23T23:50:18 DUE TO TIME LIMIT ***,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SPARTA_reorder/20260223_233506_3
86050,random2D,sc205-2r.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/random2D/20251208_185732_5
85760,random2D,Zd_Jac2_db.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random2D/20251208_185709_9
450926,ASPT_SPMM_ROW,Trefethen_20000.mtx,random1D,ROW,ops,unknown,/opt/shares/easybuild/software/GCCcore/11.2.0/lib64/libstdc++.so.6: version `GLIBCXX_3.4.32' not found (required by /home/paolo.syloslabini/ReorderingSurvey-2026/operators/ASpT/ASpT_SpMM_GPU/sspmm_32),/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260120_145004_7
443907,ASPT_SPMM_ROW,lhr04c.mtx,SB_degree,ROW,ops,unknown,/opt/shares/easybuild/software/GCCcore/11.2.0/lib64/libstdc++.so.6: version `GLIBCXX_3.4.32' not found (required by /home/paolo.syloslabini/ReorderingSurvey-2026/operators/ASpT/ASpT_SpMM_GPU/sspmm_32),/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260120_143506_2
1411207,CUSPARSE_SPMM_BSR_ROW,kron_g500-logn18.mtx,SB_gray,ROW,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW_RANDOM/20260314_143809_8
1144270,CUSPARSE_SPMM_BSR_SYMMETRIC,rgg_n_2_18_s0.mtx,SB_gray,SYMMETRIC,ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_SYMMETRIC/20260227_094926_2
1212099,CUSPARSE_SPMM_BSR_ROW,wiki-Talk.mtx,SB_gray,ROW,ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW/20260301_071011_2
1102734,SB_patoh,wikipedia-20061104.mtx,,UNKNOWN,random_perms,job_running,"[PaToH] Started with 5 arguments
[PaToH]   argv[0] = ./MtxPerm/SPARSEBASE/build/patoh_perm
[PaToH]   argv[1] = /tmp/pre_perm_fdFKfs.mtx
[PaToH]   argv[2] = perms_random/SB_patoh/wikipedia-20061104.perm
[PaToH]   argv[3] = --nparts
[PaToH]   argv[4] = 128
[PaToH] Loading matrix: /tmp/pre_perm_fdFKfs.mtx
[PaToH] Matrix loaded: 3148440 vertices
[PaToH] Computing hypergraph partitioning with 128 partitions (objective: connectivity)...
[2026-02-26T19:42:56.009] error: *** JOB 1102734 ON gpu02 CANCELLED AT 2026-02-26T19:42:56 DUE TO TIME LIMIT ***",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SB_patoh_RANDOM/20260226_192629_4
1255244,SPARTA_reorder,adaptive.mtx,,UNKNOWN,perms,job_failed,Job status: FAILED,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SPARTA_reorder/20260305_162003
1414247,CUSPARSE_SPMM_BSR_ROW,CoupCons3D.mtx,SB_metis,ROW,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW_RANDOM/20260314_160046_8
955692,SB_gray,n2c6-b5.mtx,,UNKNOWN,random_perms,python_exception,"Traceback (most recent call last):   File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/pre_permute.py"",",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SB_gray_RANDOM/20260220_204856_10
1120479,ASPT_SPMM_SYMMETRIC,Geo_1438.mtx,random1D,SYMMETRIC,ops,oom_cpu,tasks have been OOM Killed.,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_SYMMETRIC/20260227_025534_2
85625,random2D,adder_dcop_49.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random2D/20251208_185659_7
81326,random1D,beause.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random1D/20251208_151958_1
445167,ASPT_SPMM_ROW,adder_dcop_08.mtx,SB_degree,ROW,ops,unknown,/opt/shares/easybuild/software/GCCcore/11.2.0/lib64/libstdc++.so.6: version `GLIBCXX_3.4.32' not found (required by /home/paolo.syloslabini/ReorderingSurvey-2026/operators/ASpT/ASpT_SpMM_GPU/sspmm_32),/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260120_143811_9
81468,random1D,garon2.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random1D/20251208_152111
1455961,ANALYSIS_RANDOM_SYMMETRIC,cage13.mtx,GROOT_reorder,SYMMETRIC,random_analysis,job_failed,"Loading matrix: /home/paolo.syloslabini/ReorderingSurvey-2026/datasets/large-matrices/SuiteSparse_1000000_100000000_10000/vanHeukelum/cage13/cage13.mtx...
Error: [Errno 2] No such file or directory: 'perms_random/GROOT_reorder/cage13.perm'
Traceback (most recent call last):
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/ANALYSIS/analyze.py"", line 55, in main
    A_scipy = load_and_permute_matrix(
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 105, in load_and_permute_matrix
    A_cpu = apply_permutation(A_cpu, perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 59, in apply_permutation
    row_perm, col_perm = load_permutation_file(perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 25, in load_permutation_file
    with open(perm_path, 'r') as f:
FileNotFoundError: [Errno 2] No such file or directory: 'perms_random/GROOT_reorder/cage13.perm'",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/ANALYSIS_RANDOM_SYMMETRIC/20260318_124442_1
1414026,CUSPARSE_SPMM_BSR_ROW,Emilia_923.mtx,SB_amd,ROW,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW_RANDOM/20260314_155601_2
85043,random1D,CollegeMsg.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random1D/20251208_185615_12
1166534,CUSPARSE_SPMM_BSR_SYMMETRIC,CoupCons3D.mtx,SB_rabbit,SYMMETRIC,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_SYMMETRIC_RANDOM/20260227_222648_1
1120984,ASPT_SPMM_SYMMETRIC,wikipedia-20051105.mtx,SB_amd,SYMMETRIC,random_ops,oom_cpu,tasks have been OOM Killed.,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_SYMMETRIC_RANDOM/20260227_030820_3
1280841,CUSPARSE_SPMM_BSR_SYMMETRIC,amazon0601.mtx,GROOT_reorder,SYMMETRIC,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_SYMMETRIC_RANDOM/20260312_042451_1
1112741,ASPT_SPMM_ROW,rgg_n_2_20_s0.mtx,SB_amd,ROW,ops,oom_cpu,tasks have been OOM Killed.,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260227_003400
1418446,CUSPARSE_SPMM_BSR_ROW,wiki-topcats.mtx,SB_metis,ROW,random_ops,oom_gpu,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:203: out of memory,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW_RANDOM/20260314_174206_3
1202433,CUSPARSE_SPMM_BSR_ROW,kron_g500-logn18.mtx,SB_amd,ROW,ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW/20260301_035836_1
1167645,CUSPARSE_SPMM_BSR_SYMMETRIC,eu-2005.mtx,SB_degree,SYMMETRIC,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_SYMMETRIC_RANDOM/20260228_002803
1414341,CUSPARSE_SPMM_BSR_ROW,PFlow_742.mtx,SB_rabbit,ROW,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW_RANDOM/20260314_160253_5
1158824,CUSPARSE_SPMM_BSR_SYMMETRIC,il2010.mtx,SB_gray,SYMMETRIC,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_SYMMETRIC_RANDOM/20260227_142151
1266577,FLASHSPARSE_SPMM_SYMMETRIC,ca-HepTh.mtx,TCA_reorder,SYMMETRIC,ops,no_timers,Completed but no parseable timer output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/FLASHSPARSE_SPMM_SYMMETRIC/20260311_090138
959976,SB_amd,Maragal_3.mtx,,UNKNOWN,random_perms,python_exception,"Traceback (most recent call last):   File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/pre_permute.py"",",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SB_amd_RANDOM/20260220_205541_1
954174,SB_degree,Franz4.mtx,,UNKNOWN,random_perms,python_exception,"Traceback (most recent call last):   File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/pre_permute.py"",",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SB_degree_RANDOM/20260220_204629
1154214,CUSPARSE_SPMM_BSR_SYMMETRIC,StocF-1465.mtx,SB_degree,SYMMETRIC,ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_SYMMETRIC/20260227_115858
85212,random2D,cavity07.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random2D/20251208_185628_9
88438,random1D,bcsstk15.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/random1D/20251208_190219_5
1203381,CUSPARSE_SPMM_BSR_ROW,auto.mtx,SB_patoh,ROW,ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW/20260301_042952
958422,SB_metis,model8.mtx,,UNKNOWN,random_perms,python_exception,"Traceback (most recent call last):   File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/pre_permute.py"",",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SB_metis_RANDOM/20260220_205317
1262381,FLASHSPARSE_SPMM_SYMMETRIC,333SP.mtx,SB_amd,SYMMETRIC,ops,no_timers,Completed but no parseable timer output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/FLASHSPARSE_SPMM_SYMMETRIC/20260311_004722_1
1158076,CUSPARSE_SPMM_BSR_SYMMETRIC,marine1.mtx,random1D,SYMMETRIC,ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_SYMMETRIC/20260227_133331_3
1454844,ANALYSIS_SYMMETRIC,delaunay_n22.mtx,SB_slashburn,SYMMETRIC,analysis,job_failed,"oading matrix: /home/paolo.syloslabini/ReorderingSurvey-2026/datasets/large-matrices/SuiteSparse_1000000_100000000_10000/DIMACS10/delaunay_n22/delaunay_n22.mtx...
Error: [Errno 2] No such file or directory: 'perms/SB_slashburn/delaunay_n22.perm'
Traceback (most recent call last):
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/ANALYSIS/analyze.py"", line 55, in main
    A_scipy = load_and_permute_matrix(
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 105, in load_and_permute_matrix
    A_cpu = apply_permutation(A_cpu, perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 59, in apply_permutation
    row_perm, col_perm = load_permutation_file(perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 25, in load_permutation_file
    with open(perm_path, 'r') as f:
FileNotFoundError: [Errno 2] No such file or directory: 'perms/SB_slashburn/delaunay_n22.perm'",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/ANALYSIS_SYMMETRIC/20260318_121433_3
958601,SB_metis,mk11-b3.mtx,,UNKNOWN,random_perms,python_exception,"Traceback (most recent call last):   File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/pre_permute.py"",",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SB_metis_RANDOM/20260220_205333_3
1418566,CUSPARSE_SPMM_BSR_ROW,af_0_k101.mtx,SB_metis,ROW,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW_RANDOM/20260314_174443_3
1282227,CUSPARSE_SPMM_BSR_SYMMETRIC,cage13.mtx,SB_gray,SYMMETRIC,random_ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_SYMMETRIC_RANDOM/20260312_051736
85186,random2D,bcsstm38.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random2D/20251208_185626_11
952033,SPARTA_reorder,lp_stocfor3.mtx,,UNKNOWN,random_perms,python_exception,"Traceback (most recent call last):   File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/pre_permute.py"",",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SPARTA_reorder_RANDOM/20260220_204305_5
1412967,CUSPARSE_SPMM_BSR_ROW,mono_500Hz.mtx,SB_slashburn,ROW,random_ops,cuda_error,"asting, copy=True), CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW_RANDOM/20260314_152946
88478,random1D,mbeaflw.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/random1D/20251208_190223
450225,ASPT_SPMM_ROW,ch7-8-b3.mtx,SB_degree,ROW,ops,unknown,/opt/shares/easybuild/software/GCCcore/11.2.0/lib64/libstdc++.so.6: version `GLIBCXX_3.4.32' not found (required by /home/paolo.syloslabini/ReorderingSurvey-2026/operators/ASpT/ASpT_SpMM_GPU/sspmm_32),/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260120_144834_7
447237,ASPT_SPMM_ROW,inlet.mtx,SB_degree,ROW,ops,unknown,/opt/shares/easybuild/software/GCCcore/11.2.0/lib64/libstdc++.so.6: version `GLIBCXX_3.4.32' not found (required by /home/paolo.syloslabini/ReorderingSurvey-2026/operators/ASpT/ASpT_SpMM_GPU/sspmm_32),/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260120_144252_11
953463,SB_degree,lp_d2q06c.mtx,,UNKNOWN,random_perms,python_exception,"Traceback (most recent call last):   File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/pre_permute.py"",",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SB_degree_RANDOM/20260220_204524_3
954193,SB_degree,f855_mat9.mtx,,UNKNOWN,random_perms,python_exception,"Traceback (most recent call last):   File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/pre_permute.py"",",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SB_degree_RANDOM/20260220_204630_8
1162304,CUSPARSE_SPMM_BSR_SYMMETRIC,mono_500Hz.mtx,SB_slashburn,SYMMETRIC,random_ops,cuda_error,"asting, copy=True), CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_SYMMETRIC_RANDOM/20260227_191042
441323,ASPT_SPMM_ROW,sherman2.mtx,random1D,ROW,ops,unknown,/opt/shares/easybuild/software/GCCcore/11.2.0/lib64/libstdc++.so.6: version `GLIBCXX_3.4.32' not found (required by /home/paolo.syloslabini/ReorderingSurvey-2026/operators/ASpT/ASpT_SpMM_GPU/sspmm_32),/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260120_142907_9
83778,random1D,deter3.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random1D/20251208_170257
1454642,ANALYSIS_ROW,kim1.mtx,SB_amd,ROW,analysis,job_failed,"venv/lib64/python3.9/site-packages/scipy/sparse/_data.py:73: ComplexWarning: Casting complex values to real discards the imaginary part
  self.data.astype(dtype, casting=casting, copy=True),
Error: [Errno 2] No such file or directory: 'perms/SB_amd/kim1.perm'
Traceback (most recent call last):
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/ANALYSIS/analyze.py"", line 55, in main
    A_scipy = load_and_permute_matrix(
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 105, in load_and_permute_matrix
    A_cpu = apply_permutation(A_cpu, perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 59, in apply_permutation
    row_perm, col_perm = load_permutation_file(perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 25, in load_permutation_file
    with open(perm_path, 'r') as f:
FileNotFoundError: [Errno 2] No such file or directory: 'perms/SB_amd/kim1.perm'",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/ANALYSIS_ROW/20260318_120648_3
1454481,ANALYSIS_ROW,vsp_south31_slptsk.mtx,TCA_reorder,ROW,analysis,job_failed,"home/paolo.syloslabini/ReorderingSurvey-2026/datasets/all-matrices/SuiteSparse_10000_1000000_10000/DIMACS10/vsp_south31_slptsk/vsp_south31_slptsk.mtx...
Error: [Errno 2] No such file or directory: 'perms/TCA_reorder/vsp_south31_slptsk.perm'
Traceback (most recent call last):
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/ANALYSIS/analyze.py"", line 55, in main
    A_scipy = load_and_permute_matrix(
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 105, in load_and_permute_matrix
    A_cpu = apply_permutation(A_cpu, perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 59, in apply_permutation
    row_perm, col_perm = load_permutation_file(perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 25, in load_permutation_file
    with open(perm_path, 'r') as f:
FileNotFoundError: [Errno 2] No such file or directory: 'perms/TCA_reorder/vsp_south31_slptsk.perm'",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/ANALYSIS_ROW/20260318_120618_2
1455469,ANALYSIS_RANDOM_ROW,email-Eu-core-temporal.mtx,SB_metis,ROW,random_analysis,job_failed,"ni/ReorderingSurvey-2026/datasets/all-matrices/SuiteSparse_10000_1000000_10000/SNAP/email-Eu-core-temporal/email-Eu-core-temporal.mtx...
Error: [Errno 2] No such file or directory: 'perms_random/SB_metis/email-Eu-core-temporal.perm'
Traceback (most recent call last):
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/ANALYSIS/analyze.py"", line 55, in main
    A_scipy = load_and_permute_matrix(
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 105, in load_and_permute_matrix
    A_cpu = apply_permutation(A_cpu, perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 59, in apply_permutation
    row_perm, col_perm = load_permutation_file(perm_path, perm_type)
  File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/utils.py"", line 25, in load_permutation_file
    with open(perm_path, 'r') as f:
FileNotFoundError: [Errno 2] No such file or directory: 'perms_random/SB_metis/email-Eu-core-temporal.perm'",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/ANALYSIS_RANDOM_ROW/20260318_124248
85706,random2D,stokes128.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random2D/20251208_185705_8
962958,SB_patoh,ch7-6-b5.mtx,,UNKNOWN,random_perms,python_exception,"Traceback (most recent call last):   File ""/home/paolo.syloslabini/ReorderingSurvey-2026/MtxPerm/pre_permute.py"",",/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/SB_patoh_RANDOM/20260220_210028_5
86537,random2D,indianpines_10NN.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/random2D/20251208_185812_6
452618,ASPT_SPMM_ROW,wy2010.mtx,random1D,ROW,ops,unknown,/opt/shares/easybuild/software/GCCcore/11.2.0/lib64/libstdc++.so.6: version `GLIBCXX_3.4.32' not found (required by /home/paolo.syloslabini/ReorderingSurvey-2026/operators/ASpT/ASpT_SpMM_GPU/sspmm_32),/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260120_145431_7
85785,random2D,lpl1.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random2D/20251208_185711_12
1121250,ASPT_SPMM_ROW,wikipedia-20060925.mtx,random1D,ROW,ops,oom_cpu,tasks have been OOM Killed.,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260227_031428_4
88692,random1D,g7jac160.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/perm/random1D/20251208_190241_8
1203753,CUSPARSE_SPMM_BSR_ROW,NACA0015.mtx,SB_gray,ROW,ops,cuda_error,2.42-GCCcore-13.3.0 CUDA error at cusparse_bsr_spmm.cpp:217: an illegal memory access was encountered,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/CUSPARSE_SPMM_BSR_ROW/20260301_043913
81831,random1D,adder_dcop_49.mtx,,UNKNOWN,perms,empty_output,No stdout or stderr output,/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/archive/archive/baldo/perm/random1D/20251208_153636
1063555,TCA_reorder,wikipedia-20070206.mtx,,UNKNOWN,random_perms,file_not_found,^^^^^^^^^^^^^^^^^^^ FileNotFoundError: [Errno 2] No such file or directory: 'perms/random1D/wikipedia-20070206.perm',/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/TCA_reorder_RANDOM/20260222_165441
451574,ASPT_SPMM_ROW,bauru5727.mtx,random1D,ROW,ops,unknown,/opt/shares/easybuild/software/GCCcore/11.2.0/lib64/libstdc++.so.6: version `GLIBCXX_3.4.32' not found (required by /home/paolo.syloslabini/ReorderingSurvey-2026/operators/ASpT/ASpT_SpMM_GPU/sspmm_32),/home/paolo.syloslabini/ReorderingSurvey-2026/SbatchMan/experiments/baldo/gpu/ASPT_SPMM_ROW/20260120_145126_1
